Date,City,Latitude,Longitude,PM2.5,PM10,NO2,SO2,CO,Ozone,Aerosol_Optical_Depth,AQI_Class
2025-12-15 09:00:00,"Lahore, Pakistan",31.5497,74.3436,170.0,172.8,48.3,35.0,3478.0,69.0,0.4,Hazardous
2025-12-15 10:00:00,"Lahore, Pakistan",31.5497,74.3436,143.0,145.8,34.5,33.2,2691.0,124.0,0.4,Unhealthy
2025-12-15 11:00:00,"Lahore, Pakistan",31.5497,74.3436,114.6,118.0,23.2,32.8,2006.0,167.0,0.4,Unhealthy
2025-12-15 12:00:00,"Lahore, Pakistan",31.5497,74.3436,88.7,92.9,14.5,35.4,1548.0,188.0,0.39,Unhealthy
2025-12-15 13:00:00,"Lahore, Pakistan",31.5497,74.3436,79.9,83.6,8.3,39.5,1191.0,198.0,0.4,Unhealthy
2025-12-15 14:00:00,"Lahore, Pakistan",31.5497,74.3436,76.8,80.1,9.1,42.1,1052.0,194.0,0.42,Unhealthy
2025-12-15 15:00:00,"Lahore, Pakistan",31.5497,74.3436,74.7,77.3,21.8,41.5,1249.0,173.0,0.43,Unhealthy
2025-12-15 16:00:00,"Lahore, Pakistan",31.5497,74.3436,81.0,82.9,41.6,39.4,1663.0,139.0,0.44,Unhealthy
2025-12-15 17:00:00,"Lahore, Pakistan",31.5497,74.3436,87.5,89.2,65.3,37.6,2050.0,97.0,0.39,Unhealthy
2025-12-15 18:00:00,"Lahore, Pakistan",31.5497,74.3436,103.1,104.5,69.2,37.8,2371.0,84.0,0.38,Unhealthy
2025-12-15 19:00:00,"Lahore, Pakistan",31.5497,74.3436,115.7,116.9,74.2,38.1,2665.0,66.0,0.36,Unhealthy
2025-12-15 20:00:00,"Lahore, Pakistan",31.5497,74.3436,126.2,127.1,75.4,37.7,2811.0,54.0,0.35,Unhealthy
2025-12-15 21:00:00,"Lahore, Pakistan",31.5497,74.3436,132.2,133.2,69.9,36.3,2714.0,51.0,0.35,Unhealthy
2025-12-15 22:00:00,"Lahore, Pakistan",31.5497,74.3436,135.5,136.0,60.5,34.3,2469.0,54.0,0.34,Unhealthy
2025-12-15 23:00:00,"Lahore, Pakistan",31.5497,74.3436,132.2,133.2,50.9,32.1,2231.0,58.0,0.35,Unhealthy
2025-12-16 00:00:00,"Lahore, Pakistan",31.5497,74.3436,121.1,122.0,41.4,29.5,2046.0,63.0,0.34,Unhealthy
2025-12-16 01:00:00,"Lahore, Pakistan",31.5497,74.3436,114.3,115.0,31.7,26.6,1870.0,68.0,0.32,Unhealthy
2025-12-16 02:00:00,"Lahore, Pakistan",31.5497,74.3436,109.7,110.4,24.3,24.4,1723.0,72.0,0.3,Unhealthy
2025-12-16 03:00:00,"Lahore, Pakistan",31.5497,74.3436,104.8,105.5,19.8,23.2,1573.0,72.0,0.29,Unhealthy
2025-12-16 04:00:00,"Lahore, Pakistan",31.5497,74.3436,101.5,102.2,17.6,22.6,1453.0,71.0,0.29,Unhealthy
2025-12-16 05:00:00,"Lahore, Pakistan",31.5497,74.3436,92.2,92.9,16.4,23.2,1487.0,76.0,0.31,Unhealthy
2025-12-16 06:00:00,"Lahore, Pakistan",31.5497,74.3436,92.0,92.7,25.9,23.9,1841.0,63.0,0.31,Unhealthy
2025-12-16 07:00:00,"Lahore, Pakistan",31.5497,74.3436,98.7,99.7,38.6,25.0,2349.0,46.0,0.3,Unhealthy
2025-12-16 08:00:00,"Lahore, Pakistan",31.5497,74.3436,106.9,107.8,45.4,25.9,2636.0,46.0,0.29,Unhealthy
2025-12-16 09:00:00,"Lahore, Pakistan",31.5497,74.3436,105.0,105.7,40.9,26.6,2496.0,77.0,0.28,Unhealthy
2025-12-16 10:00:00,"Lahore, Pakistan",31.5497,74.3436,93.6,95.2,30.4,27.2,2135.0,125.0,0.27,Unhealthy
2025-12-16 11:00:00,"Lahore, Pakistan",31.5497,74.3436,78.0,81.0,21.4,27.6,1797.0,164.0,0.28,Unhealthy
2025-12-16 12:00:00,"Lahore, Pakistan",31.5497,74.3436,65.2,69.2,15.0,28.0,1524.0,186.0,0.29,Unhealthy
2025-12-16 13:00:00,"Lahore, Pakistan",31.5497,74.3436,54.2,58.3,9.9,28.2,1275.0,199.0,0.28,Unhealthy for Sensitive
2025-12-16 14:00:00,"Lahore, Pakistan",31.5497,74.3436,50.1,53.9,10.1,27.9,1163.0,199.0,0.28,Unhealthy for Sensitive
2025-12-16 15:00:00,"Lahore, Pakistan",31.5497,74.3436,48.9,52.5,19.5,26.6,1306.0,178.0,0.27,Unhealthy for Sensitive
2025-12-16 16:00:00,"Lahore, Pakistan",31.5497,74.3436,51.8,54.6,34.0,24.8,1587.0,144.0,0.27,Unhealthy for Sensitive
2025-12-16 17:00:00,"Lahore, Pakistan",31.5497,74.3436,73.6,78.0,42.8,22.8,1771.0,113.0,0.34,Unhealthy
2025-12-16 18:00:00,"Lahore, Pakistan",31.5497,74.3436,78.9,82.9,44.4,22.2,1731.0,100.0,0.33,Unhealthy
2025-12-16 19:00:00,"Lahore, Pakistan",31.5497,74.3436,84.8,88.5,46.5,21.4,1594.0,82.0,0.32,Unhealthy
2025-12-16 20:00:00,"Lahore, Pakistan",31.5497,74.3436,91.7,95.5,47.8,20.9,1505.0,67.0,0.31,Unhealthy
2025-12-16 21:00:00,"Lahore, Pakistan",31.5497,74.3436,98.7,102.4,48.0,21.1,1550.0,58.0,0.31,Unhealthy
2025-12-16 22:00:00,"Lahore, Pakistan",31.5497,74.3436,104.8,108.5,47.4,21.6,1643.0,52.0,0.3,Unhealthy
2025-12-16 23:00:00,"Lahore, Pakistan",31.5497,74.3436,105.9,109.4,44.9,21.6,1675.0,49.0,0.29,Unhealthy
2025-12-17 00:00:00,"Lahore, Pakistan",31.5497,74.3436,101.5,104.5,39.1,20.5,1578.0,49.0,0.28,Unhealthy
2025-12-17 01:00:00,"Lahore, Pakistan",31.5497,74.3436,98.3,100.8,31.5,18.9,1420.0,52.0,0.27,Unhealthy
2025-12-17 02:00:00,"Lahore, Pakistan",31.5497,74.3436,95.0,97.3,25.3,17.5,1298.0,54.0,0.26,Unhealthy
2025-12-17 03:00:00,"Lahore, Pakistan",31.5497,74.3436,91.3,93.4,20.9,16.4,1194.0,55.0,0.25,Unhealthy
2025-12-17 04:00:00,"Lahore, Pakistan",31.5497,74.3436,86.8,88.7,18.1,15.5,1126.0,55.0,0.23,Unhealthy
2025-12-17 05:00:00,"Lahore, Pakistan",31.5497,74.3436,94.8,96.9,22.2,17.0,1250.0,48.0,0.25,Unhealthy
2025-12-17 06:00:00,"Lahore, Pakistan",31.5497,74.3436,89.6,91.7,29.2,17.8,1779.0,40.0,0.25,Unhealthy
2025-12-17 07:00:00,"Lahore, Pakistan",31.5497,74.3436,93.6,96.2,38.6,18.9,2500.0,31.0,0.24,Unhealthy
2025-12-17 08:00:00,"Lahore, Pakistan",31.5497,74.3436,100.1,102.7,43.3,19.5,2921.0,36.0,0.23,Unhealthy
2025-12-17 09:00:00,"Lahore, Pakistan",31.5497,74.3436,97.6,99.4,39.0,19.2,2775.0,68.0,0.23,Unhealthy
2025-12-17 10:00:00,"Lahore, Pakistan",31.5497,74.3436,87.1,90.6,30.1,18.4,2329.0,114.0,0.23,Unhealthy
2025-12-17 11:00:00,"Lahore, Pakistan",31.5497,74.3436,76.6,81.3,22.3,17.9,1897.0,151.0,0.24,Unhealthy
2025-12-17 12:00:00,"Lahore, Pakistan",31.5497,74.3436,62.4,68.2,16.0,17.8,1486.0,171.0,0.23,Unhealthy
2025-12-17 13:00:00,"Lahore, Pakistan",31.5497,74.3436,48.8,56.5,10.9,18.0,1088.0,182.0,0.23,Unhealthy for Sensitive
2025-12-17 14:00:00,"Lahore, Pakistan",31.5497,74.3436,40.9,50.5,12.2,18.3,991.0,178.0,0.23,Unhealthy for Sensitive
2025-12-17 15:00:00,"Lahore, Pakistan",31.5497,74.3436,40.4,51.0,24.8,18.5,1406.0,153.0,0.23,Unhealthy for Sensitive
2025-12-17 16:00:00,"Lahore, Pakistan",31.5497,74.3436,45.5,54.6,43.8,18.9,2122.0,114.0,0.23,Unhealthy for Sensitive
2025-12-17 17:00:00,"Lahore, Pakistan",31.5497,74.3436,76.6,90.6,69.3,21.1,2793.0,72.0,0.26,Unhealthy
2025-12-17 18:00:00,"Lahore, Pakistan",31.5497,74.3436,89.6,103.1,76.3,22.6,3378.0,58.0,0.25,Unhealthy
2025-12-17 19:00:00,"Lahore, Pakistan",31.5497,74.3436,98.7,112.9,85.6,24.7,3918.0,38.0,0.25,Unhealthy
2025-12-17 20:00:00,"Lahore, Pakistan",31.5497,74.3436,111.3,126.2,90.7,26.4,4186.0,24.0,0.24,Unhealthy
2025-12-17 21:00:00,"Lahore, Pakistan",31.5497,74.3436,122.9,138.3,88.8,27.5,4008.0,21.0,0.24,Unhealthy
2025-12-17 22:00:00,"Lahore, Pakistan",31.5497,74.3436,130.9,146.7,82.7,28.2,3560.0,23.0,0.24,Unhealthy
2025-12-17 23:00:00,"Lahore, Pakistan",31.5497,74.3436,129.9,145.3,74.1,28.5,3137.0,27.0,0.25,Unhealthy
2025-12-18 00:00:00,"Lahore, Pakistan",31.5497,74.3436,124.8,138.3,61.4,28.0,2811.0,33.0,0.26,Unhealthy
2025-12-18 01:00:00,"Lahore, Pakistan",31.5497,74.3436,121.5,134.1,46.1,27.1,2512.0,41.0,0.28,Unhealthy
2025-12-18 02:00:00,"Lahore, Pakistan",31.5497,74.3436,118.3,129.0,34.8,26.6,2325.0,46.0,0.28,Unhealthy
2025-12-18 03:00:00,"Lahore, Pakistan",31.5497,74.3436,116.9,126.2,29.4,26.4,2207.0,45.0,0.29,Unhealthy
2025-12-18 04:00:00,"Lahore, Pakistan",31.5497,74.3436,116.2,124.8,28.0,26.5,2202.0,41.0,0.29,Unhealthy
2025-12-18 05:00:00,"Lahore, Pakistan",31.5497,74.3436,148.1,153.7,34.2,31.3,2525.0,38.0,0.37,Unhealthy
2025-12-18 06:00:00,"Lahore, Pakistan",31.5497,74.3436,154.1,159.3,49.1,36.1,3563.0,26.0,0.37,Hazardous
2025-12-18 07:00:00,"Lahore, Pakistan",31.5497,74.3436,174.6,179.7,68.9,42.6,4930.0,12.0,0.37,Hazardous
2025-12-18 08:00:00,"Lahore, Pakistan",31.5497,74.3436,204.0,208.6,78.6,46.9,5681.0,17.0,0.37,Hazardous
2025-12-18 09:00:00,"Lahore, Pakistan",31.5497,74.3436,200.7,203.5,68.8,46.7,5265.0,59.0,0.37,Hazardous
2025-12-18 10:00:00,"Lahore, Pakistan",31.5497,74.3436,163.9,166.2,48.8,44.3,4235.0,120.0,0.38,Hazardous
2025-12-18 11:00:00,"Lahore, Pakistan",31.5497,74.3436,137.8,139.7,32.2,42.8,3300.0,170.0,0.4,Unhealthy
2025-12-18 12:00:00,"Lahore, Pakistan",31.5497,74.3436,114.8,116.9,20.3,43.9,2596.0,201.0,0.41,Unhealthy
2025-12-18 13:00:00,"Lahore, Pakistan",31.5497,74.3436,96.2,98.7,11.8,45.9,1989.0,222.0,0.41,Unhealthy
2025-12-18 14:00:00,"Lahore, Pakistan",31.5497,74.3436,84.5,87.1,15.6,47.4,1784.0,221.0,0.4,Unhealthy
2025-12-18 15:00:00,"Lahore, Pakistan",31.5497,74.3436,82.4,84.5,41.2,47.4,2166.0,187.0,0.39,Unhealthy
2025-12-18 16:00:00,"Lahore, Pakistan",31.5497,74.3436,99.4,100.8,79.1,46.8,2950.0,132.0,0.38,Unhealthy
2025-12-18 17:00:00,"Lahore, Pakistan",31.5497,74.3436,152.3,155.1,87.2,46.9,3892.0,118.0,0.56,Hazardous
2025-12-18 18:00:00,"Lahore, Pakistan",31.5497,74.3436,179.7,182.1,104.5,50.3,5075.0,89.0,0.52,Hazardous
2025-12-18 19:00:00,"Lahore, Pakistan",31.5497,74.3436,206.3,208.2,128.3,55.0,6417.0,50.0,0.49,Hazardous
2025-12-18 20:00:00,"Lahore, Pakistan",31.5497,74.3436,229.1,230.5,145.3,58.5,7421.0,19.0,0.46,Hazardous
2025-12-18 21:00:00,"Lahore, Pakistan",31.5497,74.3436,247.7,248.7,150.3,60.5,7882.0,6.0,0.44,Hazardous
2025-12-18 22:00:00,"Lahore, Pakistan",31.5497,74.3436,261.7,261.7,148.4,61.3,8005.0,1.0,0.43,Hazardous
2025-12-18 23:00:00,"Lahore, Pakistan",31.5497,74.3436,261.7,261.7,141.9,59.4,7915.0,0.0,0.43,Hazardous
2025-12-19 00:00:00,"Lahore, Pakistan",31.5497,74.3436,244.0,244.0,129.9,52.9,7624.0,2.0,0.43,Hazardous
2025-12-19 01:00:00,"Lahore, Pakistan",31.5497,74.3436,217.9,217.9,113.3,43.8,7120.0,8.0,0.44,Hazardous
2025-12-19 02:00:00,"Lahore, Pakistan",31.5497,74.3436,197.0,197.4,96.8,36.5,6482.0,14.0,0.44,Hazardous
2025-12-19 03:00:00,"Lahore, Pakistan",31.5497,74.3436,183.9,183.9,78.8,32.1,5495.0,21.0,0.43,Hazardous
2025-12-19 04:00:00,"Lahore, Pakistan",31.5497,74.3436,178.8,179.3,60.8,29.5,4375.0,28.0,0.43,Hazardous
2025-12-19 05:00:00,"Lahore, Pakistan",31.5497,74.3436,187.2,187.2,64.2,33.5,3853.0,25.0,0.44,Hazardous
2025-12-19 06:00:00,"Lahore, Pakistan",31.5497,74.3436,182.1,182.1,71.7,36.7,4578.0,19.0,0.44,Hazardous
2025-12-19 07:00:00,"Lahore, Pakistan",31.5497,74.3436,197.0,197.0,81.3,41.1,5901.0,13.0,0.43,Hazardous
2025-12-19 08:00:00,"Lahore, Pakistan",31.5497,74.3436,215.6,215.6,82.5,43.4,6608.0,25.0,0.4,Hazardous
2025-12-19 09:00:00,"Lahore, Pakistan",31.5497,74.3436,183.0,183.0,67.4,41.6,6054.0,72.0,0.37,Hazardous
2025-12-19 10:00:00,"Lahore, Pakistan",31.5497,74.3436,148.1,148.1,43.8,37.8,4883.0,138.0,0.37,Unhealthy
2025-12-19 11:00:00,"Lahore, Pakistan",31.5497,74.3436,113.9,114.1,25.1,35.4,3813.0,188.0,0.37,Unhealthy
2025-12-19 12:00:00,"Lahore, Pakistan",31.5497,74.3436,93.1,94.3,13.7,36.0,2991.0,212.0,0.37,Unhealthy
2025-12-19 13:00:00,"Lahore, Pakistan",31.5497,74.3436,76.8,78.5,7.2,38.0,2269.0,220.0,0.36,Unhealthy
2025-12-19 14:00:00,"Lahore, Pakistan",31.5497,74.3436,68.5,70.1,11.1,39.6,1921.0,212.0,0.35,Unhealthy
2025-12-19 15:00:00,"Lahore, Pakistan",31.5497,74.3436,65.9,67.5,33.1,39.8,2070.0,178.0,0.35,Unhealthy
2025-12-19 16:00:00,"Lahore, Pakistan",31.5497,74.3436,77.3,78.5,65.5,39.5,2593.0,126.0,0.35,Unhealthy
2025-12-19 17:00:00,"Lahore, Pakistan",31.5497,74.3436,121.5,123.9,83.4,39.6,3394.0,90.0,0.48,Unhealthy
2025-12-19 18:00:00,"Lahore, Pakistan",31.5497,74.3436,144.4,146.7,94.8,43.1,4718.0,70.0,0.48,Unhealthy
2025-12-19 19:00:00,"Lahore, Pakistan",31.5497,74.3436,169.5,171.4,110.4,47.9,6320.0,41.0,0.49,Hazardous
2025-12-19 20:00:00,"Lahore, Pakistan",31.5497,74.3436,192.8,194.2,121.8,51.9,7376.0,19.0,0.49,Hazardous
2025-12-19 21:00:00,"Lahore, Pakistan",31.5497,74.3436,210.0,211.9,126.2,54.9,7466.0,7.0,0.48,Hazardous
2025-12-19 22:00:00,"Lahore, Pakistan",31.5497,74.3436,226.8,228.2,126.4,57.0,7009.0,1.0,0.47,Hazardous
2025-12-19 23:00:00,"Lahore, Pakistan",31.5497,74.3436,231.0,232.4,122.4,56.8,6437.0,0.0,0.46,Hazardous
2025-12-20 00:00:00,"Lahore, Pakistan",31.5497,74.3436,206.3,207.7,112.7,52.5,5785.0,5.0,0.45,Hazardous
2025-12-20 01:00:00,"Lahore, Pakistan",31.5497,74.3436,190.0,190.9,98.9,45.9,5018.0,14.0,0.44,Hazardous
2025-12-20 02:00:00,"Lahore, Pakistan",31.5497,74.3436,180.2,181.1,85.5,40.7,4465.0,22.0,0.45,Hazardous
2025-12-20 03:00:00,"Lahore, Pakistan",31.5497,74.3436,173.2,174.2,71.6,37.8,4269.0,28.0,0.46,Hazardous
2025-12-20 04:00:00,"Lahore, Pakistan",31.5497,74.3436,173.7,175.1,58.0,36.3,4287.0,34.0,0.47,Hazardous
2025-12-20 05:00:00,"Lahore, Pakistan",31.5497,74.3436,156.0,156.9,33.3,33.5,4420.0,53.0,0.47,Hazardous
2025-12-20 06:00:00,"Lahore, Pakistan",31.5497,74.3436,164.8,165.3,47.5,36.5,4721.0,37.0,0.49,Hazardous
2025-12-20 07:00:00,"Lahore, Pakistan",31.5497,74.3436,189.5,190.5,66.5,40.6,5137.0,17.0,0.51,Hazardous
2025-12-20 08:00:00,"Lahore, Pakistan",31.5497,74.3436,216.1,217.0,76.5,43.3,5406.0,16.0,0.51,Hazardous
2025-12-20 09:00:00,"Lahore, Pakistan",31.5497,74.3436,184.4,184.9,69.1,43.1,5486.0,53.0,0.47,Hazardous
2025-12-20 10:00:00,"Lahore, Pakistan",31.5497,74.3436,167.2,168.1,52.8,41.4,5420.0,110.0,0.44,Hazardous
2025-12-20 11:00:00,"Lahore, Pakistan",31.5497,74.3436,137.4,138.8,38.7,40.3,5069.0,154.0,0.43,Unhealthy
2025-12-20 12:00:00,"Lahore, Pakistan",31.5497,74.3436,112.5,115.3,28.0,40.5,4139.0,177.0,0.43,Unhealthy
2025-12-20 13:00:00,"Lahore, Pakistan",31.5497,74.3436,90.6,94.3,19.7,41.2,2925.0,189.0,0.42,Unhealthy
2025-12-20 14:00:00,"Lahore, Pakistan",31.5497,74.3436,82.9,86.8,21.8,41.7,2175.0,184.0,0.43,Unhealthy
2025-12-20 15:00:00,"Lahore, Pakistan",31.5497,74.3436,82.2,85.7,43.4,41.7,2350.0,154.0,0.45,Unhealthy
2025-12-20 16:00:00,"Lahore, Pakistan",31.5497,74.3436,97.3,100.1,75.4,41.6,2990.0,108.0,0.48,Unhealthy
2025-12-20 17:00:00,"Lahore, Pakistan",31.5497,74.3436,122.9,124.8,77.8,38.5,3456.0,70.0,0.53,Unhealthy
2025-12-20 18:00:00,"Lahore, Pakistan",31.5497,74.3436,141.6,143.4,82.4,38.4,3486.0,55.0,0.55,Unhealthy
2025-12-20 19:00:00,"Lahore, Pakistan",31.5497,74.3436,151.8,153.7,88.5,38.3,3344.0,35.0,0.56,Hazardous
2025-12-20 20:00:00,"Lahore, Pakistan",31.5497,74.3436,158.8,160.2,92.2,38.4,3178.0,19.0,0.56,Hazardous
2025-12-20 21:00:00,"Lahore, Pakistan",31.5497,74.3436,161.6,163.0,91.8,39.3,3034.0,13.0,0.56,Hazardous
2025-12-20 22:00:00,"Lahore, Pakistan",31.5497,74.3436,170.0,171.4,89.0,40.4,2868.0,11.0,0.56,Hazardous
2025-12-20 23:00:00,"Lahore, Pakistan",31.5497,74.3436,179.7,181.1,84.3,40.3,2696.0,11.0,0.61,Hazardous
2025-12-21 00:00:00,"Lahore, Pakistan",31.5497,74.3436,185.8,187.2,77.7,38.1,2508.0,12.0,0.62,Hazardous
2025-12-21 01:00:00,"Lahore, Pakistan",31.5497,74.3436,185.8,186.7,69.4,34.7,2315.0,14.0,0.62,Hazardous
2025-12-21 02:00:00,"Lahore, Pakistan",31.5497,74.3436,180.2,181.6,60.3,31.9,2168.0,18.0,0.63,Hazardous
2025-12-21 03:00:00,"Lahore, Pakistan",31.5497,74.3436,174.6,176.0,48.9,30.2,2067.0,25.0,0.65,Hazardous
2025-12-21 04:00:00,"Lahore, Pakistan",31.5497,74.3436,170.4,171.8,36.8,29.2,2013.0,33.0,0.68,Hazardous
2025-12-21 05:00:00,"Lahore, Pakistan",31.5497,74.3436,155.5,156.9,27.3,28.2,2061.0,42.0,0.61,Hazardous
2025-12-21 06:00:00,"Lahore, Pakistan",31.5497,74.3436,151.3,152.7,33.2,29.2,2307.0,36.0,0.63,Hazardous
2025-12-21 07:00:00,"Lahore, Pakistan",31.5497,74.3436,152.7,154.1,41.0,30.6,2655.0,30.0,0.62,Hazardous
2025-12-21 08:00:00,"Lahore, Pakistan",31.5497,74.3436,154.1,156.0,45.0,31.6,2879.0,36.0,0.61,Hazardous
2025-12-21 09:00:00,"Lahore, Pakistan",31.5497,74.3436,157.9,158.8,41.9,32.1,2872.0,64.0,0.58,Hazardous
2025-12-21 10:00:00,"Lahore, Pakistan",31.5497,74.3436,147.1,149.0,35.0,32.3,2741.0,105.0,0.56,Unhealthy
2025-12-21 11:00:00,"Lahore, Pakistan",31.5497,74.3436,126.7,129.5,28.5,31.9,2571.0,139.0,0.56,Unhealthy
2025-12-21 12:00:00,"Lahore, Pakistan",31.5497,74.3436,101.7,104.8,21.7,30.5,2318.0,163.0,0.54,Unhealthy
2025-12-21 13:00:00,"Lahore, Pakistan",31.5497,74.3436,86.6,89.6,15.2,28.6,2026.0,181.0,0.53,Unhealthy
2025-12-21 14:00:00,"Lahore, Pakistan",31.5497,74.3436,78.9,81.7,15.1,26.9,1921.0,184.0,0.53,Unhealthy
2025-12-21 15:00:00,"Lahore, Pakistan",31.5497,74.3436,77.1,79.6,25.7,25.6,2176.0,164.0,0.52,Unhealthy
2025-12-21 16:00:00,"Lahore, Pakistan",31.5497,74.3436,81.5,83.6,42.7,24.6,2617.0,129.0,0.5,Unhealthy
2025-12-21 17:00:00,"Lahore, Pakistan",31.5497,74.3436,114.3,118.3,52.8,28.8,2948.0,91.0,0.84,Unhealthy
2025-12-21 18:00:00,"Lahore, Pakistan",31.5497,74.3436,125.7,129.5,60.9,29.0,3045.0,71.0,0.76,Unhealthy
2025-12-21 19:00:00,"Lahore, Pakistan",31.5497,74.3436,136.0,139.7,71.9,29.4,3031.0,44.0,0.7,Unhealthy
2025-12-21 20:00:00,"Lahore, Pakistan",31.5497,74.3436,144.4,148.1,79.1,29.7,2982.0,24.0,0.65,Unhealthy
2025-12-21 21:00:00,"Lahore, Pakistan",31.5497,74.3436,150.4,153.7,78.7,30.0,2909.0,18.0,0.59,Hazardous
2025-12-21 22:00:00,"Lahore, Pakistan",31.5497,74.3436,153.2,156.5,74.5,30.3,2802.0,18.0,0.54,Hazardous
2025-12-21 23:00:00,"Lahore, Pakistan",31.5497,74.3436,157.9,161.1,71.2,30.3,2702.0,18.0,0.52,Hazardous
2025-12-22 00:00:00,"Lahore, Pakistan",31.5497,74.3436,161.1,164.8,71.8,29.9,2628.0,13.0,0.51,Hazardous
2025-12-22 01:00:00,"Lahore, Pakistan",31.5497,74.3436,165.8,169.5,73.3,29.2,2561.0,8.0,0.53,Hazardous
2025-12-22 02:00:00,"Lahore, Pakistan",31.5497,74.3436,168.6,171.8,71.2,27.9,2489.0,6.0,0.56,Hazardous
2025-12-22 03:00:00,"Lahore, Pakistan",31.5497,74.3436,161.1,163.9,61.4,25.3,2335.0,10.0,0.61,Hazardous
2025-12-22 04:00:00,"Lahore, Pakistan",31.5497,74.3436,140.2,142.5,48.0,22.0,2175.0,17.0,0.67,Unhealthy
2025-12-22 05:00:00,"Lahore, Pakistan",31.5497,74.3436,136.0,138.3,40.4,20.7,2223.0,19.0,0.74,Unhealthy
2025-12-22 06:00:00,"Lahore, Pakistan",31.5497,74.3436,128.1,130.9,43.7,22.5,2703.0,15.0,0.72,Unhealthy
2025-12-22 07:00:00,"Lahore, Pakistan",31.5497,74.3436,136.4,139.2,47.9,24.9,3391.0,10.0,0.68,Unhealthy
2025-12-22 08:00:00,"Lahore, Pakistan",31.5497,74.3436,150.4,153.7,48.8,26.0,3826.0,16.0,0.62,Hazardous
2025-12-22 09:00:00,"Lahore, Pakistan",31.5497,74.3436,134.6,137.4,43.8,24.8,3802.0,41.0,0.55,Unhealthy
2025-12-22 10:00:00,"Lahore, Pakistan",31.5497,74.3436,121.5,124.3,35.6,22.3,3524.0,77.0,0.52,Unhealthy
2025-12-22 11:00:00,"Lahore, Pakistan",31.5497,74.3436,88.0,91.3,28.0,20.2,3149.0,105.0,0.47,Unhealthy
2025-12-22 12:00:00,"Lahore, Pakistan",31.5497,74.3436,58.1,61.2,19.9,19.0,2580.0,121.0,0.45,Unhealthy
2025-12-22 13:00:00,"Lahore, Pakistan",31.5497,74.3436,46.1,48.5,12.4,18.3,1914.0,129.0,0.45,Unhealthy for Sensitive
2025-12-22 14:00:00,"Lahore, Pakistan",31.5497,74.3436,36.8,39.0,12.9,18.0,1596.0,126.0,0.41,Unhealthy for Sensitive
2025-12-22 15:00:00,"Lahore, Pakistan",31.5497,74.3436,34.2,36.2,27.2,17.5,1903.0,106.0,0.41,Moderate
2025-12-22 16:00:00,"Lahore, Pakistan",31.5497,74.3436,39.8,41.4,49.6,17.5,2559.0,75.0,0.39,Unhealthy for Sensitive
2025-12-22 17:00:00,"Lahore, Pakistan",31.5497,74.3436,113.2,115.9,77.1,26.5,3176.0,82.0,1.04,Unhealthy
2025-12-22 18:00:00,"Lahore, Pakistan",31.5497,74.3436,132.7,135.5,80.1,26.8,3730.0,68.0,0.96,Unhealthy
2025-12-22 19:00:00,"Lahore, Pakistan",31.5497,74.3436,129.5,131.8,83.8,27.0,4245.0,50.0,0.91,Unhealthy
2025-12-22 20:00:00,"Lahore, Pakistan",31.5497,74.3436,107.1,109.2,82.9,26.1,4414.0,36.0,0.84,Unhealthy
2025-12-22 21:00:00,"Lahore, Pakistan",31.5497,74.3436,87.1,88.9,73.5,23.1,3979.0,32.0,0.78,Unhealthy
2025-12-22 22:00:00,"Lahore, Pakistan",31.5497,74.3436,75.4,77.1,59.7,18.9,3196.0,33.0,0.73,Unhealthy
2025-12-22 23:00:00,"Lahore, Pakistan",31.5497,74.3436,69.2,71.2,47.9,15.4,2529.0,35.0,0.69,Unhealthy
2025-12-23 00:00:00,"Lahore, Pakistan",31.5497,74.3436,62.6,65.0,41.0,13.3,2173.0,37.0,0.66,Unhealthy
2025-12-23 01:00:00,"Lahore, Pakistan",31.5497,74.3436,59.3,61.7,36.2,11.8,1933.0,39.0,0.63,Unhealthy
2025-12-23 02:00:00,"Lahore, Pakistan",31.5497,74.3436,58.7,61.2,32.0,10.7,1677.0,40.0,0.58,Unhealthy
2025-12-23 03:00:00,"Lahore, Pakistan",31.5497,74.3436,59.8,62.4,27.3,9.8,1295.0,40.0,0.54,Unhealthy
2025-12-23 04:00:00,"Lahore, Pakistan",31.5497,74.3436,60.3,62.6,23.2,9.2,898.0,39.0,0.51,Unhealthy
2025-12-23 05:00:00,"Lahore, Pakistan",31.5497,74.3436,59.3,61.7,22.2,9.3,693.0,37.0,0.56,Unhealthy
2025-12-23 06:00:00,"Lahore, Pakistan",31.5497,74.3436,61.9,64.3,27.4,10.6,859.0,31.0,0.51,Unhealthy
2025-12-23 07:00:00,"Lahore, Pakistan",31.5497,74.3436,70.1,72.4,34.2,12.3,1217.0,24.0,0.46,Unhealthy
2025-12-23 08:00:00,"Lahore, Pakistan",31.5497,74.3436,79.2,81.5,37.3,13.8,1442.0,27.0,0.42,Unhealthy
2025-12-23 09:00:00,"Lahore, Pakistan",31.5497,74.3436,81.0,82.9,33.1,14.7,1377.0,51.0,0.39,Unhealthy
2025-12-23 10:00:00,"Lahore, Pakistan",31.5497,74.3436,74.0,76.6,25.1,15.2,1179.0,85.0,0.38,Unhealthy
2025-12-23 11:00:00,"Lahore, Pakistan",31.5497,74.3436,59.1,62.6,18.2,15.8,995.0,113.0,0.38,Unhealthy
2025-12-23 12:00:00,"Lahore, Pakistan",31.5497,74.3436,47.6,51.7,12.6,16.4,845.0,130.0,0.37,Unhealthy for Sensitive
